,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),09:28*,10:48,12:08,02:20,23:25:02,"+13 11'42""",12.8,2.31,1.71,115.22,22.17,-44.53,20231124
1,678,678 Fredegundis (A909 BQ),10:30,11:22,12:15,01:44,23:59:17,"+09 45'26""",12.7,2.02,1.31,122.22,13.13,-51.04,20231124
2,639,639 Latona (A907 OA),10:41,12:30,14:19,03:38,01:07:33,"+19 11'02""",12.8,2.77,1.93,140.52,16.62,-43.68,20231124
3,123,123 Brunhild (A872 OB),10:51,12:39,14:28,03:36,01:16:51,"+18 54'32""",12.7,2.41,1.55,142.65,17.23,-43.72,20231124
4,135,135 Hertha (A874 DA),11:33,12:45,13:57,02:24,01:22:32,"+12 03'27""",11.6,2.21,1.34,142.38,12.54,-50.28,20231124
5,122,122 Gerda (A872 OA),12:22,12:57,13:32,01:10,01:34:04,"+08 23'10""",12.9,3.25,2.40,143.76,13.01,-53.22,20231124
6,127,127 Johanna (A872 VB),11:52,13:19,14:45,02:53,01:56:10,"+14 21'29""",12.7,2.72,1.82,150.88,20.52,-45.86,20231124
7,509,509 Iolanda (A903 HD),12:21,13:21,14:21,02:00,01:58:37,"+10 33'48""",12.7,2.79,1.89,150.18,19.44,-49.17,20231124
8,595,595 Polyxena (A906 FL),11:27,13:24,15:22,03:54,02:02:00,"+21 21'17""",13.0,3.23,2.32,153.45,25.78,-38.82,20231124
9,21,21 Lutetia (A852 VA),12:39,13:40,14:42,02:02,02:18:01,"+10 40'18""",10.7,2.27,1.34,154.58,24.01,-47.01,20231124
10,93,93 Minerva (A867 QA),11:48,13:54,16:01,04:13,02:31:52,"+24 19'34""",12.3,2.97,2.02,160.23,33.02,-33.37,20231124
11,119,119 Althaea (A872 GA),12:53,13:57,15:01,02:07,02:34:31,"+10 58'58""",11.7,2.40,1.45,158.34,28.00,-44.68,20231124
12,132,132 Aethra (A873 LA),11:38,14:07,16:35,04:56,02:44:16,"+34 45'42""",12.3,2.41,1.47,158.67,41.67,-22.83,20231124
13,139,139 Juewa (A874 TA),12:05,14:27,16:50,04:45,03:05:13,"+31 09'09""",12.3,2.90,1.94,164.35,42.96,-23.80,20231124
14,241,241 Germania (A884 RA),12:28,14:30,16:32,04:03,03:07:49,"+22 42'21""",11.9,2.88,1.91,168.61,39.42,-30.52,20231124
15,409,409 Aspasia (A895 XC),12:37,14:30,16:24,03:46,03:08:11,"+20 15'42""",11.5,2.76,1.79,168.85,38.56,-32.46,20231124
16,154,154 Bertha (A875 VD),12:18,14:34,16:50,04:32,03:11:39,"+28 00'13""",12.6,3.40,2.43,167.39,42.54,-25.67,20231124
17,90,90 Antiope (A866 TA),12:58,14:40,16:21,03:23,03:17:28,"+17 18'57""",13.0,3.15,2.17,170.44,39.70,-33.45,20231124
18,144,144 Vibilia (A875 LA),13:13,14:46,16:18,03:05,03:23:24,"+15 26'08""",10.5,2.15,1.17,170.86,40.61,-33.97,20231124
19,895,895 Helio (A918 NA),12:20,14:52,17:23,05:03,03:29:36,"+37 26'36""",12.4,2.78,1.82,162.01,50.59,-15.78,20231124
20,363,363 Padua (A893 FD),13:20,15:08,16:56,03:36,03:45:57,"+18 55'48""",12.4,2.63,1.65,177.28,46.66,-27.76,20231124
21,481,481 Emita (A902 CB),13:26,15:09,16:52,03:25,03:46:46,"+17 36'15""",11.5,2.31,1.32,176.51,46.55,-28.58,20231124
22,182,182 Elsa (A878 CC),13:31,15:11,16:51,03:19,03:48:26,"+16 57'30""",10.8,1.96,0.978,176.17,46.80,-28.76,20231124
23,24,24 Themis (A853 GA),13:20,15:15,17:10,03:49,03:52:58,"+20 41'23""",11.3,3.07,2.08,179.28,48.69,-25.35,20231124
24,70,70 Panopaea (A861 JA),13:13,15:22,17:31,04:17,03:59:42,"+25 09'34""",11.9,2.77,1.79,175.13,51.38,-21.06,20231124
25,503,503 Evelyn (A903 BL),13:33,15:23,17:14,03:41,04:00:57,"+19 29'14""",12.0,2.37,1.39,178.49,50.24,-24.87,20231124
