,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
32,95,95 Arethusa (A867 WA),14:12,16:08,18:05,03:52,04:34:37,"+21 06'51""",11.6,2.64,1.67,167.87,100.9,-17.90,20231121
33,758,758 Mancunia (A912 KB),14:35,16:12,17:49,03:14,04:37:53,"+16 21'41""",12.2,2.72,1.75,166.57,100.5,-20.26,20231121
34,480,480 Hansa (A901 KB),14:39,16:18,17:56,03:16,04:43:56,"+16 36'10""",11.7,2.53,1.57,165.23,102.0,-18.96,20231121
35,317,317 Roxane (A891 RD),14:44,16:35,18:27,03:42,05:01:29,"+19 42'26""",12.7,2.27,1.31,161.58,106.7,-13.76,20231121
36,160,160 Una (A876 DA),14:31,16:48,19:05,04:34,05:14:40,"+28 26'14""",12.8,2.55,1.61,157.42,111.1,-6.23,20231121
37,498,498 Tokio (A902 XA),15:18,16:56,18:35,03:17,05:22:43,"+16 41'50""",12.6,2.54,1.61,156.18,111.1,-11.29,20231121
38,210,210 Isabella (A879 VA),14:42,16:59,19:17,04:35,05:25:41,"+28 43'12""",12.8,2.41,1.48,155.02,113.5,-4.08,20231121
39,389,389 Industria (A894 EE),14:43,17:02,19:20,04:37,05:28:05,"+29 10'59""",12.0,2.67,1.75,154.39,114.1,-3.39,20231121
40,159,159 Aemilia (A876 BA),15:44,17:19,18:53,03:08,05:44:58,"+15 48'46""",12.7,2.83,1.93,150.78,116.2,-7.22,20231121
41,704,704 Interamnia (A910 TC),15:14,17:39,20:04,04:50,06:05:36,"+32 31'40""",10.7,2.79,1.92,145.76,122.3,5.23,20231121
42,488,488 Kreusa (A902 MC),15:39,17:41,19:43,04:04,06:07:08,"+22 48'30""",12.6,3.00,2.13,146.40,122.3,0.80,20231121
43,37,37 Fides (A855 TB),15:25,17:42,19:58,04:33,06:08:01,"+28 17'33""",10.4,2.18,1.29,145.96,122.8,3.64,20231121
44,776,776 Berbericia (A914 BE),15:48,17:54,20:00,04:12,06:20:22,"+24 08'36""",11.6,2.60,1.74,143.39,125.4,4.11,20231121
45,4,4 Vesta (A807 FA),16:10,18:00,19:51,03:40,06:26:56,"+19 22'21""",7.08,2.57,1.72,141.51,126.6,3.24,20231121
46,9,9 Metis (A848 HA),15:56,18:05,20:13,04:17,06:31:11,"+24 59'48""",9.27,2.09,1.23,140.95,127.9,6.68,20231121
47,48,48 Doris (A857 SA),16:51,18:16,19:41,02:50,06:42:08,"+14 03'26""",11.9,2.91,2.11,136.93,129.5,4.06,20231121
48,5,5 Astraea (A845 XA),16:48,18:23,19:57,03:09,06:49:10,"+15 49'56""",10.5,2.26,1.44,135.68,131.4,6.37,20231121
49,92,92 Undina (A867 NA),17:24,19:20,21:15*,03:19,07:46:27,"+20 53'45""",12.4,3.33,2.69,123.30,145.3,20.84,20231121
