,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),09:32*,10:51,12:11,02:23,23:24:31,"+13 09'58""",12.8,2.31,1.70,116.06,18.15,-44.50,20231123
1,678,678 Fredegundis (A909 BQ),10:33,11:25,12:18,01:45,23:58:44,"+09 47'06""",12.6,2.02,1.30,123.10,13.11,-50.97,20231123
2,639,639 Latona (A907 OA),10:45,12:34,14:24,03:39,01:07:47,"+19 17'00""",12.8,2.77,1.92,141.55,28.77,-43.57,20231123
3,123,123 Brunhild (A872 OB),10:55,12:44,14:32,03:37,01:17:11,"+18 59'39""",12.7,2.42,1.55,143.71,30.05,-43.62,20231123
4,135,135 Hertha (A874 DA),11:37,12:49,14:02,02:24,01:22:48,"+12 05'33""",11.6,2.20,1.33,143.46,26.65,-50.23,20231123
5,122,122 Gerda (A872 OA),12:25,13:01,13:37,01:11,01:34:29,"+08 25'40""",12.8,3.25,2.39,144.88,27.37,-53.15,20231123
6,127,127 Johanna (A872 VB),11:56,13:23,14:50,02:53,01:56:51,"+14 22'41""",12.7,2.72,1.81,152.06,34.93,-45.78,20231123
7,509,509 Iolanda (A903 HD),12:24,13:25,14:27,02:02,01:59:04,"+10 41'24""",12.7,2.79,1.89,151.34,33.83,-49.01,20231123
8,595,595 Polyxena (A906 FL),11:32,13:29,15:26,03:54,02:02:44,"+21 22'11""",12.9,3.23,2.31,154.57,39.77,-38.74,20231123
9,21,21 Lutetia (A852 VA),12:44,13:45,14:46,02:02,02:18:43,"+10 41'39""",10.6,2.27,1.33,155.75,38.34,-46.91,20231123
10,93,93 Minerva (A867 QA),11:52,13:59,16:06,04:13,02:32:43,"+24 22'56""",12.3,2.97,2.02,161.30,47.21,-33.23,20231123
11,119,119 Althaea (A872 GA),12:57,14:01,15:06,02:09,02:35:13,"+11 04'09""",11.7,2.40,1.45,159.52,42.30,-44.52,20231123
12,132,132 Aethra (A873 LA),11:43,14:12,16:40,04:57,02:45:23,"+35 00'58""",12.3,2.42,1.47,159.19,55.28,-22.50,20231123
13,139,139 Juewa (A874 TA),12:10,14:32,16:55,04:45,03:06:15,"+31 11'42""",12.3,2.90,1.94,164.99,57.01,-23.65,20231123
14,241,241 Germania (A884 RA),12:33,14:35,16:37,04:04,03:08:38,"+22 47'29""",11.9,2.88,1.90,169.68,53.88,-30.34,20231123
15,409,409 Aspasia (A895 XC),12:41,14:35,16:29,03:47,03:09:04,"+20 23'19""",11.4,2.76,1.78,170.04,53.08,-32.23,20231123
16,154,154 Bertha (A875 VD),12:23,14:39,16:55,04:32,03:12:38,"+27 59'50""",12.6,3.40,2.42,168.17,56.81,-25.55,20231123
17,90,90 Antiope (A866 TA),13:03,14:44,16:26,03:23,03:18:17,"+17 21'25""",12.9,3.14,2.16,171.64,54.15,-33.30,20231123
18,144,144 Vibilia (A875 LA),13:18,14:50,16:23,03:05,03:24:20,"+15 26'12""",10.5,2.15,1.17,171.99,55.00,-33.82,20231123
19,895,895 Helio (A918 NA),12:25,14:57,17:29,05:03,03:30:32,"+37 38'12""",12.4,2.78,1.82,161.94,64.43,-15.51,20231123
20,363,363 Padua (A893 FD),13:25,15:13,17:01,03:36,03:46:56,"+18 56'32""",12.4,2.63,1.65,178.37,61.13,-27.59,20231123
21,481,481 Emita (A902 CB),13:31,15:14,16:57,03:25,03:47:49,"+17 34'00""",11.4,2.31,1.32,177.26,60.98,-28.43,20231123
22,182,182 Elsa (A878 CC),13:35,15:15,16:56,03:20,03:49:25,"+16 59'22""",10.8,1.96,0.977,176.79,61.21,-28.57,20231123
23,24,24 Themis (A853 GA),13:25,15:20,17:15,03:50,03:53:51,"+20 43'48""",11.4,3.07,2.08,179.22,63.16,-25.18,20231123
24,70,70 Panopaea (A861 JA),13:18,15:27,17:36,04:17,04:00:50,"+25 08'56""",11.9,2.77,1.79,174.57,65.90,-20.89,20231123
25,503,503 Evelyn (A903 BL),13:37,15:28,17:19,03:41,04:01:58,"+19 29'33""",12.1,2.37,1.39,177.46,64.70,-24.69,20231123
26,113,113 Amalthea (A871 EA),14:12,15:34,16:56,02:43,04:07:56,"+13 31'12""",11.8,2.53,1.55,172.29,64.87,-27.66,20231123
27,65,65 Cybele (A861 EB),13:59,15:35,17:12,03:12,04:09:26,"+16 08'28""",12.3,3.82,2.84,174.15,65.71,-25.66,20231123
28,306,306 Unitas (A891 EA),14:58,15:46,16:34,01:35,04:19:51,"+09 20'34""",12.0,2.45,1.47,167.20,67.10,-28.03,20231123
29,346,346 Hermentaria (A892 WC),14:18,15:46,17:13,02:54,04:19:32,"+14 27'45""",10.8,2.56,1.58,171.22,67.80,-24.90,20231123
30,358,358 Apollonia (A893 EC),14:19,15:55,17:30,03:11,04:28:34,"+16 02'50""",12.3,2.44,1.46,170.29,70.22,-22.21,20231123
31,347,347 Pariana (A892 WD),14:25,15:57,17:30,03:04,04:31:19,"+15 22'38""",12.7,2.68,1.70,169.39,70.76,-22.11,20231123
32,95,95 Arethusa (A867 WA),14:03,15:59,17:55,03:51,04:32:55,"+20 52'36""",11.6,2.64,1.66,170.29,72.09,-18.35,20231123
33,758,758 Mancunia (A912 KB),14:25,16:02,17:39,03:14,04:36:14,"+16 20'42""",12.2,2.72,1.74,168.73,72.08,-20.58,20231123
34,480,480 Hansa (A901 KB),14:31,16:08,17:44,03:12,04:42:04,"+16 13'47""",11.7,2.53,1.56,167.38,73.44,-19.55,20231123
35,317,317 Roxane (A891 RD),14:34,16:25,18:16,03:42,04:59:27,"+19 38'52""",12.7,2.27,1.30,164.04,78.03,-14.19,20231123
36,160,160 Una (A876 DA),14:22,16:39,18:56,04:34,05:12:55,"+28 27'37""",12.7,2.55,1.60,159.73,82.31,-6.54,20231123
37,498,498 Tokio (A902 XA),15:08,16:47,18:26,03:17,05:20:53,"+16 45'06""",12.5,2.55,1.60,158.56,82.74,-11.63,20231123
38,210,210 Isabella (A879 VA),14:32,16:50,19:08,04:35,05:24:01,"+28 47'45""",12.8,2.41,1.47,157.31,84.76,-4.35,20231123
39,389,389 Industria (A894 EE),14:34,16:52,19:11,04:37,05:26:22,"+29 06'51""",11.9,2.67,1.74,156.73,85.31,-3.74,20231123
40,159,159 Aemilia (A876 BA),15:35,17:09,18:44,03:08,05:43:43,"+15 47'33""",12.6,2.83,1.92,153.00,88.12,-7.49,20231123
41,407,407 Arachne (A895 TB),15:00,17:21,19:43,04:42,05:55:43,"+30 28'35""",13.0,2.53,1.62,150.22,91.77,2.38,20231123
