,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),10:20,11:38,12:57,02:36,23:20:28,"+12 57'38""",12.5,2.31,1.57,127.47,161.0,-44.21,20231110
1,678,678 Fredegundis (A909 BQ),11:13,12:12,13:12,01:58,23:54:33,"+10 26'54""",12.3,2.03,1.20,135.07,168.3,-49.99,20231110
2,120,120 Lachesis (A872 GB),11:53,13:16,14:39,02:45,00:58:24,"+13 40'50""",12.9,3.28,2.38,151.01,162.9,-49.30,20231110
3,639,639 Latona (A907 OA),11:36,13:31,15:26,03:50,01:13:05,"+20 41'53""",12.5,2.76,1.83,154.91,155.2,-42.05,20231110
4,123,123 Brunhild (A872 OB),11:49,13:42,15:35,03:46,01:24:15,"+20 12'29""",12.4,2.43,1.48,157.56,154.0,-42.18,20231110
5,135,135 Hertha (A874 DA),12:30,13:47,15:04,02:34,01:29:10,"+12 46'09""",11.2,2.18,1.22,158.15,158.0,-49.26,20231110
6,122,122 Gerda (A872 OA),13:14,13:59,14:44,01:30,01:41:31,"+09 07'28""",12.6,3.25,2.30,159.84,157.1,-51.98,20231110
7,509,509 Iolanda (A903 HD),13:08,14:24,15:39,02:31,02:06:29,"+12 32'37""",12.4,2.79,1.81,166.81,150.1,-46.58,20231110
8,127,127 Johanna (A872 VB),12:56,14:25,15:54,02:57,02:07:26,"+14 43'34""",12.4,2.73,1.75,167.65,149.0,-44.50,20231110
9,595,595 Polyxena (A906 FL),12:33,14:31,16:29,03:55,02:13:38,"+21 32'31""",12.7,3.23,2.25,168.55,144.3,-37.65,20231110
10,21,21 Lutetia (A852 VA),13:42,14:47,15:53,02:10,02:29:50,"+11 10'19""",10.2,2.25,1.27,171.09,145.2,-45.13,20231110
11,93,93 Minerva (A867 QA),12:54,15:02,17:11,04:17,02:44:55,"+25 02'30""",12.1,2.95,1.97,171.31,136.4,-31.34,20231110
12,119,119 Althaea (A872 GA),13:49,15:03,16:18,02:28,02:45:47,"+12 22'33""",11.3,2.39,1.41,174.60,141.1,-41.99,20231110
13,132,132 Aethra (A873 LA),12:46,15:18,17:50,05:04,03:00:48,"+37 53'14""",12.4,2.47,1.52,159.01,126.6,-18.50,20231110
14,139,139 Juewa (A874 TA),13:14,15:37,18:01,04:46,03:20:09,"+31 32'05""",12.3,2.92,1.96,164.53,126.5,-21.72,20231110
15,241,241 Germania (A884 RA),13:32,15:37,17:42,04:10,03:19:46,"+23 50'34""",11.8,2.87,1.89,171.39,129.7,-27.98,20231110
16,409,409 Aspasia (A895 XC),13:39,15:39,17:38,03:59,03:21:14,"+22 00'23""",11.4,2.76,1.78,172.51,130.0,-29.23,20231110
17,154,154 Bertha (A875 VD),13:27,15:43,17:58,04:31,03:25:39,"+27 46'51""",12.6,3.40,2.43,167.39,127.0,-24.04,20231110
18,90,90 Antiope (A866 TA),14:02,15:47,17:31,03:28,03:29:20,"+17 54'23""",12.9,3.12,2.14,172.46,129.5,-31.18,20231110
19,144,144 Vibilia (A875 LA),14:21,15:54,17:27,03:05,03:37:08,"+15 30'40""",10.4,2.13,1.14,170.50,128.2,-31.69,20231110
20,895,895 Helio (A918 NA),13:27,16:00,18:34,05:07,03:43:07,"+39 48'09""",12.5,2.79,1.86,155.09,118.6,-12.30,20231110
21,363,363 Padua (A893 FD),14:28,16:17,18:06,03:37,03:59:35,"+19 04'44""",12.7,2.63,1.66,165.20,122.2,-25.38,20231110
22,481,481 Emita (A902 CB),14:38,16:18,17:59,03:21,04:00:54,"+17 05'14""",11.8,2.31,1.34,164.96,122.3,-26.53,20231110
23,182,182 Elsa (A878 CC),14:37,16:19,18:01,03:24,04:01:42,"+17 25'18""",11.2,1.96,0.991,164.78,122.1,-26.16,20231110
24,24,24 Themis (A853 GA),14:25,16:22,18:19,03:53,04:04:45,"+21 12'04""",11.8,3.09,2.12,163.66,120.6,-23.04,20231110
25,503,503 Evelyn (A903 BL),14:41,16:31,18:22,03:41,04:14:09,"+19 31'44""",12.6,2.39,1.43,161.73,118.8,-22.56,20231110
26,70,70 Panopaea (A861 JA),14:24,16:32,18:40,04:16,04:15:03,"+24 53'03""",12.2,2.75,1.80,160.34,117.4,-18.78,20231110
27,65,65 Cybele (A861 EB),14:58,16:36,18:14,03:16,04:18:50,"+16 36'58""",12.6,3.82,2.87,160.65,118.2,-23.65,20231110
28,113,113 Amalthea (A871 EA),15:13,16:38,18:03,02:49,04:20:49,"+14 02'32""",12.0,2.54,1.58,159.85,118.1,-24.93,20231110
29,346,346 Hermentaria (A892 WC),15:21,16:48,18:15,02:53,04:31:13,"+14 22'56""",11.0,2.55,1.61,157.43,115.5,-22.74,20231110
30,306,306 Unitas (A891 EA),15:55,16:50,17:44,01:49,04:32:45,"+09 58'16""",12.2,2.43,1.49,155.96,115.6,-25.11,20231110
31,358,358 Apollonia (A893 EC),15:17,16:56,18:35,03:17,04:38:47,"+16 41'36""",12.6,2.44,1.50,155.89,113.4,-19.89,20231110
