,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
32,95,95 Arethusa (A867 WA),15:00,17:00,19:01,04:01,04:43:07,"+22 21'28""",11.9,2.63,1.70,154.69,111.6,-15.58,20231110
33,758,758 Mancunia (A912 KB),15:25,17:03,18:41,03:15,04:46:00,"+16 28'35""",12.5,2.72,1.79,154.15,111.7,-18.64,20231110
34,480,480 Hansa (A901 KB),15:23,17:10,18:57,03:34,04:53:08,"+18 36'34""",12.0,2.54,1.62,152.56,109.8,-16.01,20231110
35,498,498 Tokio (A902 XA),16:11,17:48,19:26,03:15,05:31:15,"+16 26'42""",12.8,2.52,1.65,143.35,100.9,-9.70,20231110
36,389,389 Industria (A894 EE),15:33,17:53,20:12,04:38,05:35:43,"+29 27'02""",12.3,2.68,1.83,141.86,98.98,-1.85,20231110
37,159,159 Aemilia (A876 BA),16:32,18:07,19:42,03:10,05:50:10,"+15 58'25""",12.9,2.84,2.02,138.79,96.43,-6.06,20231110
38,37,37 Fides (A855 TB),16:12,18:28,20:44*,04:21,06:11:10,"+27 52'57""",10.6,2.18,1.37,134.32,91.29,4.05,20231110
39,488,488 Kreusa (A902 MC),16:28,18:28,20:29,04:00,06:11:32,"+22 15'24""",12.8,3.02,2.24,134.28,91.25,1.43,20231110
40,704,704 Interamnia (A910 TC),16:03,18:29,20:54*,04:31,06:11:43,"+33 01'42""",10.9,2.78,2.00,133.69,91.12,6.59,20231110
41,776,776 Berbericia (A914 BE),16:39,18:42,20:44*,03:54,06:24:46,"+22 51'29""",11.8,2.59,1.83,131.25,88.20,4.41,20231110
42,4,4 Vesta (A807 FA),16:59,18:48,20:37*,03:35,06:31:03,"+19 08'15""",7.31,2.57,1.83,129.49,86.67,4.00,20231110
43,9,9 Metis (A848 HA),16:43,18:49,20:56*,03:51,06:32:29,"+24 17'08""",9.54,2.09,1.32,129.55,86.47,6.63,20231110
44,48,48 Doris (A857 SA),17:33,19:01,20:29,02:55,06:44:21,"+14 30'51""",12.1,2.91,2.22,125.65,83.36,4.74,20231110
45,5,5 Astraea (A845 XA),17:29,19:05,20:41*,03:04,06:48:37,"+16 05'35""",10.8,2.27,1.56,124.92,82.39,6.37,20231110
46,92,92 Undina (A867 NA),18:08,20:03,21:57*,02:25,07:46:00,"+20 34'16""",12.5,3.32,2.82,112.26,69.22,20.62,20231110
47,128,128 Nemesis (A872 WA),18:55,20:55*,22:54*,01:38,08:38:27,"+22 02'56""",12.8,2.68,2.31,100.64,57.56,32.58,20231110
48,78,78 Diana (A863 EA),18:59,21:11*,23:22*,01:34,08:54:15,"+26 13'11""",12.5,2.13,1.74,98.19,55.37,37.24,20231110
49,71,71 Niobe (A861 PA),18:49,21:12*,23:34*,01:44,08:55:26,"+31 05'10""",12.4,2.91,2.58,99.16,56.92,38.61,20231110
