,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
16,154,154 Bertha (A875 VD),13:02,15:18,17:34,04:31,03:20:39,"+27 53'44""",12.6,3.40,2.42,170.36,167.2,-24.61,20231115
17,90,90 Antiope (A866 TA),13:39,15:23,17:06,03:26,03:25:03,"+17 41'44""",12.7,3.13,2.14,178.30,165.9,-32.00,20231115
18,144,144 Vibilia (A875 LA),13:57,15:30,17:02,03:05,03:32:11,"+15 28'22""",10.3,2.13,1.15,175.66,165.9,-32.53,20231115
19,895,895 Helio (A918 NA),13:03,15:36,18:09,05:06,03:38:18,"+39 03'07""",12.4,2.78,1.84,158.77,163.9,-13.47,20231115
20,363,363 Padua (A893 FD),14:04,15:52,17:41,03:37,03:54:51,"+19 02'02""",12.6,2.63,1.65,171.31,172.1,-26.22,20231115
21,481,481 Emita (A902 CB),14:12,15:54,17:35,03:22,03:56:03,"+17 16'13""",11.6,2.31,1.33,170.96,170.8,-27.25,20231115
22,182,182 Elsa (A878 CC),14:13,15:55,17:36,03:22,03:57:12,"+17 15'16""",11.0,1.96,0.981,170.69,171.0,-27.06,20231115
23,24,24 Themis (A853 GA),14:02,15:58,17:54,03:52,04:00:42,"+21 01'59""",11.6,3.08,2.10,169.65,174.5,-23.83,20231115
24,70,70 Panopaea (A861 JA),13:59,16:07,18:16,04:17,04:09:46,"+25 00'53""",12.1,2.76,1.79,166.28,178.5,-19.56,20231115
25,503,503 Evelyn (A903 BL),14:17,16:07,17:58,03:41,04:09:44,"+19 31'24""",12.4,2.39,1.41,167.77,174.2,-23.34,20231115
26,65,65 Cybele (A861 EB),14:35,16:13,17:50,03:14,04:15:20,"+16 25'56""",12.5,3.82,2.85,166.27,171.3,-24.40,20231115
27,113,113 Amalthea (A871 EA),14:50,16:14,17:37,02:47,04:16:07,"+13 49'50""",11.9,2.54,1.57,165.43,168.7,-25.94,20231115
28,346,346 Hermentaria (A892 WC),14:57,16:24,17:51,02:53,04:27:00,"+14 24'01""",10.9,2.56,1.60,163.08,169.0,-23.53,20231115
29,306,306 Unitas (A891 EA),15:34,16:25,17:17,01:43,04:28:03,"+09 41'57""",12.2,2.43,1.48,161.06,164.3,-26.20,20231115
30,358,358 Apollonia (A893 EC),14:55,16:33,18:10,03:15,04:35:11,"+16 26'30""",12.5,2.44,1.48,161.57,170.3,-20.72,20231115
31,347,347 Pariana (A892 WD),15:05,16:36,18:08,03:03,04:39:02,"+15 14'26""",12.9,2.69,1.74,160.45,168.8,-20.72,20231115
32,95,95 Arethusa (A867 WA),14:38,16:37,18:36,03:57,04:39:29,"+21 48'29""",11.8,2.64,1.68,160.62,173.8,-16.58,20231115
33,758,758 Mancunia (A912 KB),15:03,16:40,18:17,03:14,04:42:33,"+16 25'12""",12.4,2.72,1.77,159.82,169.4,-19.34,20231115
34,480,480 Hansa (A901 KB),15:03,16:47,18:30,03:26,04:49:14,"+17 42'39""",11.9,2.53,1.59,158.39,169.4,-17.28,20231115
35,317,317 Roxane (A891 RD),15:12,17:04,18:56,03:44,05:07:05,"+19 52'48""",12.9,2.26,1.33,154.28,167.2,-12.59,20231115
36,160,160 Una (A876 DA),15:00,17:17,19:33,04:33,05:19:23,"+28 20'07""",12.9,2.55,1.64,150.53,165.6,-5.44,20231115
37,498,498 Tokio (A902 XA),15:47,17:25,19:03,03:16,05:27:45,"+16 32'59""",12.7,2.53,1.63,149.11,161.3,-10.36,20231115
38,210,210 Isabella (A879 VA),15:10,17:27,19:44,04:34,05:30:05,"+28 27'50""",13.0,2.41,1.51,148.21,163.2,-3.42,20231115
39,389,389 Industria (A894 EE),15:11,17:30,19:49,04:38,05:32:39,"+29 21'04""",12.1,2.68,1.79,147.47,162.5,-2.46,20231115
40,159,159 Aemilia (A876 BA),16:11,17:45,19:20,03:09,05:48:10,"+15 53'28""",12.8,2.84,1.98,144.17,156.7,-6.52,20231115
41,37,37 Fides (A855 TB),15:51,18:07,20:24,04:32,06:10:18,"+28 04'21""",10.5,2.18,1.33,139.49,154.4,3.97,20231115
42,488,488 Kreusa (A902 MC),16:06,18:07,20:08,04:02,06:09:55,"+22 29'54""",12.7,3.01,2.19,139.69,153.9,1.22,20231115
43,704,704 Interamnia (A910 TC),15:41,18:07,20:32,04:50,06:09:23,"+32 49'22""",10.8,2.79,1.96,139.09,154.2,6.06,20231115
44,776,776 Berbericia (A914 BE),16:16,18:20,20:24,04:07,06:23:14,"+23 25'29""",11.7,2.60,1.79,136.66,151.1,4.36,20231115
45,4,4 Vesta (A807 FA),16:37,18:27,20:16,03:39,06:29:39,"+19 13'47""",7.21,2.57,1.78,134.84,148.7,3.75,20231115
46,9,9 Metis (A848 HA),16:22,18:30,20:37,04:14,06:32:29,"+24 35'34""",9.42,2.09,1.28,134.59,149.2,6.77,20231115
47,48,48 Doris (A857 SA),17:14,18:41,20:07,02:52,06:43:43,"+14 17'38""",12.0,2.91,2.16,130.70,143.8,4.51,20231115
48,5,5 Astraea (A845 XA),17:11,18:46,20:22,03:10,06:49:21,"+15 57'24""",10.6,2.27,1.50,129.69,143.2,6.47,20231115
49,92,92 Undina (A867 NA),17:48,19:43,21:38*,02:49,07:46:33,"+20 42'00""",12.5,3.33,2.76,117.19,131.7,20.78,20231115
