,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
14,21,21 Lutetia (A852 VA),15:56,17:13,18:30,02:34,02:57:45,"+12 46'21""",10.5,2.20,1.27,151.09,106.4,-39.96,20231011
15,119,119 Althaea (A872 GA),15:51,17:24,18:57,03:06,03:08:55,"+15 35'00""",11.9,2.38,1.48,147.90,102.9,-36.08,20231011
16,93,93 Minerva (A867 QA),15:17,17:27,19:37,04:19,03:11:57,"+25 26'12""",12.6,2.92,2.05,143.96,98.91,-27.74,20231011
17,241,241 Germania (A884 RA),15:46,17:55,20:05,04:18,03:40:10,"+25 14'45""",12.4,2.84,2.02,138.15,92.95,-23.97,20231011
18,139,139 Juewa (A874 TA),15:38,17:59,20:21*,04:29,03:44:17,"+30 40'36""",12.9,2.97,2.17,135.29,90.47,-19.24,20231011
19,409,409 Aspasia (A895 XC),15:51,17:59,20:06,04:15,03:43:22,"+24 41'25""",12.0,2.76,1.94,137.64,92.42,-23.92,20231011
20,144,144 Vibilia (A875 LA),16:38,18:12,19:45,03:06,03:56:23,"+15 36'17""",11.1,2.08,1.24,136.62,92.01,-28.33,20231011
21,182,182 Elsa (A878 CC),16:44,18:28,20:13*,03:23,04:13:22,"+18 02'29""",12.1,1.98,1.16,132.29,87.46,-23.69,20231011
22,481,481 Emita (A902 CB),16:57,18:32,20:07*,03:09,04:17:07,"+15 57'10""",12.5,2.31,1.53,131.63,87.10,-24.39,20231011
23,24,24 Themis (A853 GA),16:36,18:35,20:33*,03:30,04:19:52,"+21 43'02""",12.4,3.12,2.38,130.22,85.10,-20.11,20231011
24,70,70 Panopaea (A861 JA),16:46,18:50,20:54*,03:21,04:34:53,"+23 28'34""",12.8,2.69,1.98,126.51,81.33,-16.34,20231011
25,113,113 Amalthea (A871 EA),17:20,18:51,20:23*,02:47,04:36:09,"+15 14'43""",12.7,2.55,1.82,127.11,82.81,-21.27,20231011
26,346,346 Hermentaria (A892 WC),17:32,18:59,20:26*,02:35,04:43:39,"+14 25'06""",11.7,2.54,1.83,125.33,81.23,-20.32,20231011
27,306,306 Unitas (A891 EA),17:51,19:02,20:13*,02:15,04:47:27,"+11 53'35""",12.8,2.38,1.66,124.45,80.88,-21.06,20231011
28,95,95 Arethusa (A867 WA),16:59,19:07,21:15*,03:08,04:51:50,"+24 51'39""",12.5,2.62,1.94,122.47,77.27,-12.46,20231011
29,480,480 Hansa (A901 KB),17:14,19:17,21:20*,02:52,05:02:09,"+23 03'37""",12.7,2.54,1.89,120.35,75.25,-11.66,20231011
30,485,485 Genua (A902 JC),18:39,19:33,20:27*,01:28,05:17:49,"+09 54'50""",12.4,2.35,1.72,116.95,74.03,-15.94,20231011
31,389,389 Industria (A894 EE),17:33,19:53,22:12*,02:33,05:37:58,"+29 31'15""",12.9,2.70,2.17,111.76,66.53,-1.40,20231011
32,37,37 Fides (A855 TB),17:59,20:12*,22:26*,02:07,05:57:38,"+26 46'56""",11.3,2.18,1.66,107.57,62.35,0.89,20231011
33,704,704 Interamnia (A910 TC),17:57,20:24*,22:51*,02:09,06:09:20,"+33 45'50""",11.4,2.74,2.31,104.84,59.81,6.51,20231011
34,9,9 Metis (A848 HA),18:26,20:29*,22:31*,01:40,06:14:11,"+22 57'34""",10.2,2.10,1.62,103.80,58.80,2.31,20231011
35,776,776 Berbericia (A914 BE),18:40,20:33*,22:26*,01:27,06:18:10,"+20 10'15""",12.3,2.55,2.14,102.78,58.07,1.80,20231011
36,4,4 Vesta (A807 FA),18:50,20:39*,22:27*,01:16,06:23:56,"+18 59'52""",7.83,2.57,2.18,101.36,56.82,2.45,20231011
37,5,5 Astraea (A845 XA),19:03,20:44*,22:25*,01:03,06:29:30,"+17 12'57""",11.4,2.33,1.94,99.93,55.67,2.79,20231011
38,258,258 Tyche (A886 JA),19:44,20:48*,21:52*,00:22,06:33:17,"+11 00'39""",12.7,2.34,1.98,98.51,55.61,0.75,20231011
39,48,48 Doris (A857 SA),19:14,20:50*,22:26*,00:52,06:35:23,"+16 03'43""",12.6,2.90,2.59,98.43,54.39,3.52,20231011
