,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
13,139,139 Juewa (A874 TA),12:29,14:52,17:15,04:45,03:10:30,"+31 20'36""",12.2,2.91,1.94,166.73,113.3,-23.03,20231119
14,241,241 Germania (A884 RA),12:51,14:54,16:57,04:06,03:11:58,"+23 07'46""",11.8,2.88,1.89,173.42,111.1,-29.62,20231119
15,409,409 Aspasia (A895 XC),12:59,14:55,16:50,03:51,03:12:43,"+20 53'46""",11.3,2.76,1.78,174.56,110.5,-31.32,20231119
16,154,154 Bertha (A875 VD),12:43,14:59,17:14,04:31,03:16:37,"+27 57'30""",12.6,3.40,2.42,170.36,113.6,-25.08,20231119
17,90,90 Antiope (A866 TA),13:21,15:04,16:46,03:24,03:21:38,"+17 31'31""",12.8,3.14,2.15,176.42,111.3,-32.66,20231119
18,144,144 Vibilia (A875 LA),13:37,15:10,16:43,03:05,03:28:13,"+15 26'57""",10.3,2.14,1.15,175.88,112.0,-33.19,20231119
19,895,895 Helio (A918 NA),12:44,15:16,17:49,05:05,03:34:24,"+38 22'30""",12.4,2.78,1.83,160.89,119.7,-14.47,20231119
20,363,363 Padua (A893 FD),13:44,15:33,17:21,03:37,03:50:55,"+18 59'24""",12.5,2.63,1.64,176.19,118.3,-26.90,20231119
21,481,481 Emita (A902 CB),13:52,15:34,17:16,03:23,03:51:58,"+17 25'03""",11.5,2.31,1.32,175.53,118.0,-27.84,20231119
22,182,182 Elsa (A878 CC),13:54,15:35,17:16,03:21,03:53:21,"+17 07'10""",10.9,1.96,0.977,175.11,118.3,-27.81,20231119
23,24,24 Themis (A853 GA),13:43,15:39,17:35,03:51,03:57:18,"+20 53'09""",11.5,3.08,2.09,174.48,120.4,-24.50,20231119
24,70,70 Panopaea (A861 JA),13:38,15:47,17:56,04:17,04:05:20,"+25 05'36""",12.0,2.76,1.78,170.84,123.3,-20.21,20231119
25,503,503 Evelyn (A903 BL),13:57,15:48,17:38,03:41,04:05:56,"+19 30'38""",12.3,2.38,1.40,172.66,121.9,-24.00,20231119
26,65,65 Cybele (A861 EB),14:17,15:54,17:31,03:13,04:12:25,"+16 17'08""",12.4,3.82,2.84,170.57,122.3,-25.03,20231119
27,113,113 Amalthea (A871 EA),14:31,15:54,17:17,02:45,04:12:06,"+13 40'11""",11.9,2.53,1.55,169.46,121.3,-26.79,20231119
28,346,346 Hermentaria (A892 WC),14:38,16:05,17:32,02:54,04:23:21,"+14 25'32""",10.8,2.56,1.59,167.43,124.1,-24.21,20231119
29,306,306 Unitas (A891 EA),15:16,16:06,16:56,01:39,04:24:01,"+09 30'26""",12.1,2.44,1.47,164.62,122.4,-27.11,20231119
30,358,358 Apollonia (A893 EC),14:37,16:14,17:50,03:13,04:31:59,"+16 14'31""",12.4,2.44,1.47,166.06,126.7,-21.45,20231119
31,347,347 Pariana (A892 WD),14:45,16:17,17:49,03:03,04:35:18,"+15 18'15""",12.8,2.69,1.72,165.04,127.1,-21.40,20231119
32,95,95 Arethusa (A867 WA),14:21,16:18,18:15,03:54,04:36:17,"+21 20'56""",11.7,2.64,1.67,165.44,129.2,-17.45,20231119
33,758,758 Mancunia (A912 KB),14:44,16:21,17:58,03:14,04:39:30,"+16 22'46""",12.3,2.72,1.75,164.34,128.4,-19.94,20231119
34,480,480 Hansa (A901 KB),14:47,16:27,18:07,03:19,04:45:46,"+16 58'28""",11.8,2.53,1.57,163.00,130.0,-18.39,20231119
35,317,317 Roxane (A891 RD),14:53,16:45,18:37,03:43,05:03:26,"+19 45'57""",12.8,2.27,1.32,159.12,134.9,-13.36,20231119
36,160,160 Una (A876 DA),14:41,16:58,19:15,04:33,05:16:20,"+28 24'31""",12.8,2.55,1.62,155.11,139.5,-5.95,20231119
37,498,498 Tokio (A902 XA),15:28,17:06,18:45,03:16,05:24:29,"+16 38'43""",12.6,2.54,1.61,153.81,138.7,-10.97,20231119
38,210,210 Isabella (A879 VA),14:51,17:09,19:26,04:34,05:27:16,"+28 38'21""",12.9,2.41,1.49,152.73,141.9,-3.84,20231119
39,389,389 Industria (A894 EE),14:52,17:11,19:30,04:37,05:29:42,"+29 14'44""",12.0,2.68,1.76,152.07,142.5,-3.06,20231119
40,159,159 Aemilia (A876 BA),15:53,17:28,19:02,03:09,05:46:07,"+15 50'10""",12.7,2.84,1.94,148.56,143.3,-6.97,20231119
41,704,704 Interamnia (A910 TC),15:23,17:48,20:14,04:50,06:06:58,"+32 37'57""",10.8,2.79,1.93,143.51,150.4,5.53,20231119
42,37,37 Fides (A855 TB),15:34,17:50,20:07,04:33,06:08:55,"+28 13'15""",10.4,2.18,1.30,143.78,151.0,3.78,20231119
43,488,488 Kreusa (A902 MC),15:48,17:50,19:51,04:03,06:08:09,"+22 42'10""",12.6,3.00,2.14,144.14,150.2,0.96,20231119
44,776,776 Berbericia (A914 BE),15:57,18:03,20:08,04:10,06:21:27,"+23 53'59""",11.7,2.60,1.76,141.12,153.4,4.21,20231119
45,4,4 Vesta (A807 FA),16:19,18:09,19:59,03:39,06:27:58,"+19 19'16""",7.13,2.57,1.74,139.25,153.8,3.43,20231119
46,9,9 Metis (A848 HA),16:05,18:13,20:21,04:16,06:31:46,"+24 51'29""",9.32,2.09,1.25,138.79,155.9,6.74,20231119
47,48,48 Doris (A857 SA),16:59,18:24,19:50,02:50,06:42:46,"+14 07'57""",11.9,2.91,2.13,134.83,155.0,4.23,20231119
48,5,5 Astraea (A845 XA),16:56,18:31,20:05,03:09,06:49:22,"+15 52'06""",10.5,2.26,1.46,133.65,157.2,6.43,20231119
49,92,92 Undina (A867 NA),17:32,19:28,21:23*,03:09,07:46:35,"+20 49'31""",12.4,3.33,2.71,121.24,171.5,20.84,20231119
