,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),10:32,11:50,13:08,02:36,23:20:16,"+12 57'14""",12.4,2.31,1.54,130.24,146.1,-44.19,20231107
1,678,678 Fredegundis (A909 BQ),11:23,12:24,13:25,02:02,23:54:23,"+10 40'31""",12.3,2.03,1.18,138.00,142.6,-49.77,20231107
2,120,120 Lachesis (A872 GB),12:06,13:30,14:53,02:47,01:00:08,"+13 51'30""",12.9,3.28,2.36,154.36,128.1,-49.10,20231107
3,639,639 Latona (A907 OA),11:48,13:44,15:40,03:52,01:14:51,"+21 02'30""",12.4,2.76,1.81,157.85,121.1,-41.66,20231107
4,123,123 Brunhild (A872 OB),12:02,13:56,15:50,03:48,01:26:28,"+20 29'55""",12.4,2.43,1.47,160.62,119.2,-41.80,20231107
5,135,135 Hertha (A874 DA),12:42,14:01,15:19,02:36,01:31:19,"+12 58'27""",11.1,2.17,1.21,161.68,122.0,-48.94,20231107
6,122,122 Gerda (A872 OA),13:25,14:13,15:00,01:35,01:43:29,"+09 19'11""",12.5,3.25,2.29,163.36,121.0,-51.65,20231107
7,509,509 Iolanda (A903 HD),13:19,14:38,15:56,02:37,02:08:32,"+13 00'39""",12.3,2.79,1.80,170.45,113.9,-45.95,20231107
8,127,127 Johanna (A872 VB),13:10,14:39,16:09,02:58,02:10:13,"+14 49'09""",12.3,2.73,1.75,171.30,112.7,-44.14,20231107
9,595,595 Polyxena (A906 FL),12:48,14:46,16:44,03:56,02:16:25,"+21 33'59""",12.6,3.22,2.24,171.08,108.5,-37.37,20231107
10,21,21 Lutetia (A852 VA),13:55,15:02,16:09,02:13,02:32:47,"+11 19'17""",10.1,2.24,1.26,174.31,109.0,-44.62,20231107
11,447,447 Valentine (A899 UD),13:58,15:04,16:10,02:11,02:34:42,"+11 12'01""",13.0,2.85,1.86,174.45,108.7,-44.48,20231107
12,93,93 Minerva (A867 QA),13:08,15:17,17:26,04:17,02:47:55,"+25 09'48""",12.1,2.95,1.97,170.85,100.4,-30.90,20231107
13,119,119 Althaea (A872 GA),14:01,15:18,16:34,02:33,02:48:27,"+12 42'38""",11.2,2.39,1.40,176.63,105.0,-41.35,20231107
14,132,132 Aethra (A873 LA),13:01,15:33,18:06,05:05,03:04:23,"+38 24'50""",12.5,2.49,1.54,157.25,92.06,-17.69,20231107
15,241,241 Germania (A884 RA),13:46,15:51,17:57,04:11,03:22:21,"+24 03'29""",11.9,2.87,1.89,168.28,93.54,-27.45,20231107
16,139,139 Juewa (A874 TA),13:29,15:52,18:16,04:46,03:23:16,"+31 33'03""",12.3,2.93,1.97,162.31,90.87,-21.32,20231107
17,409,409 Aspasia (A895 XC),13:52,15:53,17:54,04:01,03:24:03,"+22 21'22""",11.5,2.76,1.78,169.01,93.72,-28.55,20231107
18,154,154 Bertha (A875 VD),13:42,15:58,18:13,04:30,03:28:35,"+27 41'30""",12.7,3.40,2.44,164.73,91.03,-23.72,20231107
19,90,90 Antiope (A866 TA),14:16,16:01,17:46,03:29,03:31:51,"+18 01'44""",12.9,3.12,2.14,168.85,93.35,-30.69,20231107
20,144,144 Vibilia (A875 LA),14:36,16:09,17:42,03:06,03:40:00,"+15 32'09""",10.5,2.12,1.14,167.00,92.24,-31.19,20231107
21,895,895 Helio (A918 NA),13:41,16:15,18:49,05:07,03:45:54,"+40 11'57""",12.6,2.79,1.87,152.54,83.89,-11.66,20231107
22,363,363 Padua (A893 FD),14:42,16:31,18:20,03:38,04:02:17,"+19 05'57""",12.8,2.62,1.66,161.57,86.13,-24.91,20231107
23,182,182 Elsa (A878 CC),14:51,16:33,18:16,03:24,04:04:10,"+17 31'05""",11.3,1.97,1.00,161.23,86.12,-25.67,20231107
24,481,481 Emita (A902 CB),14:53,16:33,18:13,03:20,04:03:37,"+16 58'38""",11.9,2.31,1.35,161.37,86.40,-26.13,20231107
25,24,24 Themis (A853 GA),14:39,16:36,18:33,03:54,04:07:02,"+21 17'30""",11.8,3.09,2.14,160.11,84.48,-22.59,20231107
26,503,503 Evelyn (A903 BL),14:55,16:45,18:36,03:41,04:16:34,"+19 31'32""",12.7,2.40,1.45,158.17,82.77,-22.14,20231107
27,70,70 Panopaea (A861 JA),14:39,16:47,18:55,04:15,04:18:02,"+24 47'19""",12.3,2.74,1.80,156.76,81.17,-18.35,20231107
28,65,65 Cybele (A861 EB),15:11,16:50,18:29,03:17,04:20:49,"+16 43'30""",12.6,3.82,2.88,157.25,82.49,-23.21,20231107
29,113,113 Amalthea (A871 EA),15:27,16:52,18:18,02:51,04:23:25,"+14 10'19""",12.1,2.54,1.60,156.42,82.52,-24.35,20231107
30,346,346 Hermentaria (A892 WC),15:36,17:02,18:29,02:53,04:33:32,"+14 22'39""",11.1,2.55,1.62,154.02,80.09,-22.30,20231107
31,306,306 Unitas (A891 EA),16:08,17:04,18:01,01:52,04:35:21,"+10 08'53""",12.3,2.42,1.50,152.75,80.71,-24.49,20231107
32,358,358 Apollonia (A893 EC),15:30,17:10,18:49,03:18,04:40:41,"+16 50'35""",12.7,2.44,1.52,152.51,77.84,-19.43,20231107
33,95,95 Arethusa (A867 WA),15:12,17:14,19:16,04:03,04:45:03,"+22 40'19""",12.0,2.63,1.72,151.19,75.59,-15.03,20231107
34,758,758 Mancunia (A912 KB),15:39,17:17,18:54,03:15,04:47:50,"+16 30'43""",12.6,2.72,1.81,150.78,76.24,-18.27,20231107
35,480,480 Hansa (A901 KB),15:35,17:24,19:13,03:38,04:55:11,"+19 07'57""",12.1,2.54,1.63,149.09,73.98,-15.30,20231107
36,498,498 Tokio (A902 XA),16:24,18:02,19:39,03:14,05:33:00,"+16 23'24""",12.8,2.51,1.67,139.97,65.66,-9.38,20231107
37,389,389 Industria (A894 EE),15:47,18:06,20:25,04:38,05:37:11,"+29 29'40""",12.3,2.68,1.86,138.56,63.07,-1.56,20231107
38,159,159 Aemilia (A876 BA),16:44,18:20,19:55,03:11,05:51:04,"+16 01'46""",13.0,2.84,2.05,135.62,61.45,-5.85,20231107
39,37,37 Fides (A855 TB),16:24,18:40,20:55*,04:06,06:11:14,"+27 46'04""",10.7,2.18,1.39,131.31,55.68,4.01,20231107
40,488,488 Kreusa (A902 MC),16:41,18:41,20:41*,03:50,06:12:12,"+22 07'10""",12.9,3.02,2.28,131.11,55.73,1.50,20231107
41,704,704 Interamnia (A910 TC),16:15,18:41,21:07*,04:15,06:12:45,"+33 08'12""",11.0,2.77,2.03,130.53,55.45,6.84,20231107
42,776,776 Berbericia (A914 BE),16:53,18:54,20:55*,03:38,06:25:19,"+22 32'02""",11.9,2.59,1.85,128.10,52.68,4.37,20231107
43,4,4 Vesta (A807 FA),17:11,19:00,20:49*,03:19,06:31:30,"+19 05'36""",7.37,2.57,1.86,126.38,51.49,4.08,20231107
44,9,9 Metis (A848 HA),16:55,19:01,21:07*,03:36,06:32:01,"+24 06'53""",9.61,2.09,1.34,126.64,51.07,6.46,20231107
45,48,48 Doris (A857 SA),17:45,19:13,20:41*,02:46,06:44:25,"+14 39'16""",12.1,2.91,2.25,122.70,48.96,4.82,20231107
46,5,5 Astraea (A845 XA),17:40,19:16,20:53*,02:51,06:47:48,"+16 11'11""",10.8,2.28,1.59,122.14,47.95,6.23,20231107
47,92,92 Undina (A867 NA),18:19,20:14,22:08*,02:11,07:45:25,"+20 30'30""",12.6,3.32,2.86,109.38,34.08,20.47,20231107
48,128,128 Nemesis (A872 WA),19:05,21:05*,23:04*,01:26,08:36:23,"+22 02'15""",12.8,2.67,2.35,98.09,22.46,32.12,20231107
49,78,78 Diana (A863 EA),19:06,21:18*,23:31*,01:24,08:50:18,"+26 25'17""",12.6,2.13,1.78,96.11,20.89,36.45,20231107
