,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
20,182,182 Elsa (A878 CC),16:47,18:32,20:17*,03:18,04:13:11,"+18 02'42""",12.1,1.98,1.17,131.34,75.82,-23.72,20231010
21,481,481 Emita (A902 CB),17:01,18:36,20:11*,03:04,04:17:10,"+15 54'46""",12.6,2.31,1.53,130.64,75.48,-24.40,20231010
22,24,24 Themis (A853 GA),16:40,18:39,20:38*,03:25,04:20:01,"+21 43'10""",12.4,3.12,2.39,129.19,73.33,-20.08,20231010
23,70,70 Panopaea (A861 JA),16:50,18:54,20:58*,03:15,04:35:06,"+23 24'59""",12.8,2.69,1.99,125.48,69.55,-16.34,20231010
24,113,113 Amalthea (A871 EA),17:23,18:55,20:27*,02:42,04:36:13,"+15 16'38""",12.7,2.55,1.83,126.11,71.23,-21.24,20231010
25,346,346 Hermentaria (A892 WC),17:35,19:03,20:30*,02:30,04:43:37,"+14 25'09""",11.7,2.54,1.84,124.37,69.73,-20.33,20231010
26,306,306 Unitas (A891 EA),17:55,19:06,20:18*,02:11,04:47:28,"+11 57'18""",12.8,2.37,1.67,123.48,69.49,-21.02,20231010
27,95,95 Arethusa (A867 WA),17:02,19:11,21:19*,03:03,04:51:41,"+24 55'08""",12.5,2.61,1.95,121.51,65.54,-12.45,20231010
28,480,480 Hansa (A901 KB),17:18,19:21,21:24*,02:48,05:01:59,"+23 10'33""",12.7,2.54,1.90,119.39,63.54,-11.63,20231010
29,485,485 Genua (A902 JC),18:41,19:36,20:32*,01:25,05:17:19,"+10 03'21""",12.4,2.35,1.74,116.13,62.97,-15.97,20231010
30,389,389 Industria (A894 EE),17:37,19:56,22:16*,02:29,05:37:35,"+29 30'45""",12.9,2.70,2.18,110.86,54.87,-1.47,20231010
31,37,37 Fides (A855 TB),18:02,20:15*,22:28*,02:03,05:56:42,"+26 44'47""",11.3,2.18,1.67,106.79,50.81,0.70,20231010
32,704,704 Interamnia (A910 TC),18:00,20:27*,22:54*,02:05,06:08:48,"+33 46'43""",11.4,2.74,2.32,103.99,48.26,6.41,20231010
33,9,9 Metis (A848 HA),18:29,20:32*,22:34*,01:36,06:13:07,"+22 55'31""",10.2,2.10,1.63,103.06,47.37,2.07,20231010
34,776,776 Berbericia (A914 BE),18:43,20:36*,22:29*,01:22,06:17:32,"+20 06'00""",12.3,2.55,2.15,101.94,46.65,1.63,20231010
35,4,4 Vesta (A807 FA),18:53,20:42*,22:31*,01:12,06:23:17,"+19 00'04""",7.84,2.57,2.20,100.53,45.46,2.31,20231010
36,5,5 Astraea (A845 XA),19:06,20:47*,22:28*,01:00,06:28:30,"+17 15'16""",11.4,2.33,1.95,99.19,44.50,2.60,20231010
37,258,258 Tyche (A886 JA),19:46,20:51*,21:56*,00:20,06:32:31,"+11 09'12""",12.7,2.34,1.99,97.75,44.89,0.65,20231010
38,48,48 Doris (A857 SA),19:17,20:53*,22:29*,00:48,06:34:45,"+16 06'54""",12.6,2.90,2.60,97.61,43.23,3.41,20231010
