,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
40,159,159 Aemilia (A876 BA),15:57,17:32,19:07,03:09,05:46:40,"+15 50'56""",12.7,2.84,1.95,147.46,155.8,-6.85,20231118
41,704,704 Interamnia (A910 TC),15:28,17:53,20:18,04:50,06:07:37,"+32 40'56""",10.8,2.79,1.94,142.40,164.1,5.67,20231118
42,488,488 Kreusa (A902 MC),15:52,17:54,19:56,04:03,06:08:38,"+22 39'03""",12.7,3.00,2.15,143.02,163.6,1.03,20231118
43,37,37 Fides (A855 TB),15:38,17:55,20:11,04:32,06:09:19,"+28 11'03""",10.5,2.18,1.31,142.69,164.9,3.84,20231118
44,776,776 Berbericia (A914 BE),16:02,18:07,20:12,04:10,06:21:57,"+23 46'46""",11.7,2.60,1.76,139.99,166.9,4.26,20231118
45,4,4 Vesta (A807 FA),16:24,18:14,20:04,03:39,06:28:26,"+19 17'48""",7.15,2.57,1.75,138.14,165.9,3.52,20231118
46,9,9 Metis (A848 HA),16:09,18:17,20:25,04:15,06:32:00,"+24 47'25""",9.34,2.09,1.25,137.73,169.4,6.76,20231118
47,48,48 Doris (A857 SA),17:03,18:28,19:54,02:51,06:43:02,"+14 10'17""",11.9,2.91,2.13,133.79,164.3,4.30,20231118
48,5,5 Astraea (A845 XA),17:00,18:35,20:09,03:09,06:49:25,"+15 53'18""",10.6,2.26,1.47,132.65,166.5,6.45,20231118
49,92,92 Undina (A867 NA),17:36,19:32,21:27*,03:04,07:46:36,"+20 47'32""",12.4,3.33,2.72,120.22,170.5,20.83,20231118
