,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),10:12,11:31,12:49,02:36,23:20:46,"+12 58'22""",12.5,2.31,1.58,125.65,145.0,-44.23,20231112
1,678,678 Fredegundis (A909 BQ),11:07,12:05,13:03,01:55,23:54:49,"+10 18'41""",12.4,2.03,1.21,133.15,153.1,-50.14,20231112
2,120,120 Lachesis (A872 GB),11:45,13:07,14:29,02:44,00:57:20,"+13 33'58""",12.9,3.28,2.39,148.78,168.4,-49.42,20231112
3,639,639 Latona (A907 OA),11:28,13:22,15:16,03:48,01:12:01,"+20 28'13""",12.5,2.76,1.84,152.90,168.1,-42.30,20231112
4,123,123 Brunhild (A872 OB),11:40,13:33,15:25,03:45,01:22:53,"+20 00'51""",12.5,2.42,1.49,155.46,170.0,-42.42,20231112
5,135,135 Hertha (A874 DA),12:21,13:38,14:54,02:32,01:27:51,"+12 38'28""",11.2,2.18,1.24,155.82,175.8,-49.45,20231112
6,122,122 Gerda (A872 OA),13:06,13:50,14:34,01:27,01:40:17,"+09 00'01""",12.6,3.25,2.32,157.50,177.4,-52.19,20231112
7,127,127 Johanna (A872 VB),12:47,14:15,15:44,02:56,02:05:38,"+14 39'56""",12.4,2.73,1.76,165.22,173.8,-44.72,20231112
8,509,509 Iolanda (A903 HD),13:01,14:15,15:28,02:26,02:05:11,"+12 14'17""",12.4,2.79,1.82,164.39,174.8,-46.99,20231112
9,595,595 Polyxena (A906 FL),12:24,14:21,16:19,03:55,02:11:49,"+21 31'16""",12.7,3.23,2.26,166.59,167.9,-37.83,20231112
10,21,21 Lutetia (A852 VA),13:33,14:37,15:42,02:09,02:27:56,"+11 04'44""",10.2,2.25,1.27,168.77,169.3,-45.45,20231112
11,93,93 Minerva (A867 QA),12:44,14:52,17:01,04:16,02:42:56,"+24 57'10""",12.1,2.96,1.97,170.77,160.6,-31.64,20231112
12,119,119 Althaea (A872 GA),13:41,14:54,16:06,02:25,02:44:02,"+12 09'27""",11.4,2.40,1.41,172.48,165.3,-42.42,20231112
13,132,132 Aethra (A873 LA),12:36,15:08,17:40,05:03,02:58:22,"+37 30'20""",12.4,2.47,1.51,159.89,149.1,-19.07,20231112
14,139,139 Juewa (A874 TA),13:04,15:27,17:51,04:46,03:18:01,"+31 30'38""",12.3,2.92,1.95,165.69,150.5,-22.00,20231112
15,241,241 Germania (A884 RA),13:23,15:27,17:32,04:09,03:18:01,"+23 41'32""",11.8,2.87,1.89,173.17,154.5,-28.34,20231112
16,409,409 Aspasia (A895 XC),13:30,15:29,17:27,03:57,03:19:21,"+21 45'59""",11.3,2.76,1.78,174.68,155.0,-29.69,20231112
17,154,154 Bertha (A875 VD),13:17,15:33,17:49,04:31,03:23:40,"+27 49'54""",12.6,3.40,2.43,168.87,151.5,-24.27,20231112
18,90,90 Antiope (A866 TA),13:53,15:37,17:21,03:27,03:27:37,"+17 49'22""",12.8,3.13,2.14,174.85,154.2,-31.51,20231112
19,144,144 Vibilia (A875 LA),14:12,15:45,17:17,03:05,03:35:10,"+15 29'42""",10.4,2.13,1.14,172.75,152.7,-32.03,20231112
20,895,895 Helio (A918 NA),13:17,15:51,18:24,05:06,03:41:13,"+39 30'56""",12.5,2.78,1.85,156.67,141.8,-12.76,20231112
