,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
21,363,363 Padua (A893 FD),14:18,16:07,17:56,03:37,03:57:43,"+19 03'45""",12.7,2.63,1.65,167.64,146.9,-25.71,20231112
22,481,481 Emita (A902 CB),14:27,16:08,17:49,03:21,03:59:00,"+17 09'38""",11.7,2.31,1.33,167.37,146.9,-26.81,20231112
23,182,182 Elsa (A878 CC),14:28,16:09,17:51,03:23,03:59:57,"+17 21'20""",11.1,1.96,0.987,167.15,146.6,-26.51,20231112
24,24,24 Themis (A853 GA),14:16,16:12,18:09,03:53,04:03:10,"+21 08'10""",11.7,3.08,2.11,166.05,145.3,-23.35,20231112
25,70,70 Panopaea (A861 JA),14:14,16:22,18:31,04:16,04:12:58,"+24 56'27""",12.2,2.75,1.79,162.73,142.3,-19.08,20231112
26,503,503 Evelyn (A903 BL),14:31,16:22,18:12,03:41,04:12:27,"+19 31'42""",12.5,2.39,1.42,164.14,143.4,-22.86,20231112
27,65,65 Cybele (A861 EB),14:49,16:27,18:05,03:15,04:17:28,"+16 32'34""",12.5,3.82,2.86,162.91,142.5,-23.94,20231112
28,113,113 Amalthea (A871 EA),15:04,16:28,17:53,02:48,04:18:59,"+13 57'24""",12.0,2.54,1.58,162.11,142.2,-25.32,20231112
29,346,346 Hermentaria (A892 WC),15:12,16:39,18:06,02:53,04:29:35,"+14 23'16""",11.0,2.56,1.60,159.70,139.6,-23.05,20231112
30,306,306 Unitas (A891 EA),15:47,16:40,17:34,01:47,04:30:56,"+09 51'31""",12.2,2.43,1.48,158.05,139.0,-25.54,20231112
31,358,358 Apollonia (A893 EC),15:08,16:47,18:25,03:16,04:37:24,"+16 35'34""",12.6,2.44,1.49,158.16,137.7,-20.21,20231112
32,95,95 Arethusa (A867 WA),14:51,16:51,18:51,03:59,04:41:43,"+22 08'30""",11.9,2.63,1.69,157.05,136.3,-15.97,20231112
33,758,758 Mancunia (A912 KB),15:16,16:54,18:31,03:15,04:44:41,"+16 27'11""",12.4,2.72,1.78,156.41,136.0,-18.91,20231112
34,480,480 Hansa (A901 KB),15:15,17:01,18:46,03:31,04:51:38,"+18 15'13""",12.0,2.54,1.60,154.89,134.3,-16.50,20231112
35,317,317 Roxane (A891 RD),15:26,17:19,19:11,03:44,05:09:31,"+19 57'43""",13.0,2.26,1.34,150.70,130.0,-12.07,20231112
36,498,498 Tokio (A902 XA),16:01,17:39,19:17,03:15,05:29:55,"+16 29'06""",12.8,2.52,1.64,145.64,125.2,-9.95,20231112
37,389,389 Industria (A894 EE),15:24,17:44,20:03,04:38,05:34:35,"+29 24'54""",12.2,2.68,1.81,144.09,123.7,-2.08,20231112
38,159,159 Aemilia (A876 BA),16:23,17:58,19:34,03:10,05:49:26,"+15 56'20""",12.9,2.84,2.00,140.92,120.4,-6.23,20231112
39,37,37 Fides (A855 TB),16:04,18:20,20:36*,04:31,06:10:56,"+27 57'32""",10.6,2.18,1.35,136.36,115.8,4.04,20231112
40,488,488 Kreusa (A902 MC),16:19,18:20,20:21,04:01,06:10:58,"+22 21'05""",12.8,3.01,2.22,136.43,115.7,1.36,20231112
41,704,704 Interamnia (A910 TC),15:54,18:20,20:46*,04:41,06:10:52,"+32 57'01""",10.9,2.78,1.98,135.83,115.7,6.40,20231112
42,776,776 Berbericia (A914 BE),16:30,18:33,20:36*,04:05,06:24:15,"+23 04'51""",11.8,2.59,1.81,133.39,112.7,4.41,20231112
43,4,4 Vesta (A807 FA),16:50,18:39,20:29,03:38,06:30:35,"+19 10'17""",7.27,2.57,1.81,131.61,110.9,3.92,20231112
44,9,9 Metis (A848 HA),16:35,18:41,20:48*,04:00,06:32:36,"+24 24'18""",9.49,2.09,1.30,131.54,110.9,6.71,20231112
45,48,48 Doris (A857 SA),17:26,18:53,20:20,02:54,06:44:10,"+14 25'26""",12.1,2.91,2.19,127.65,107.2,4.66,20231112
46,5,5 Astraea (A845 XA),17:22,18:58,20:33,03:11,06:49:01,"+16 02'07""",10.7,2.27,1.53,126.80,106.2,6.43,20231112
47,92,92 Undina (A867 NA),18:00,19:55,21:50*,02:35,07:46:17,"+20 37'08""",12.5,3.33,2.79,114.22,93.51,20.70,20231112
48,128,128 Nemesis (A872 WA),18:49,20:48*,22:48*,01:46,08:39:43,"+22 03'51""",12.7,2.68,2.29,102.36,81.74,32.86,20231112
49,71,71 Niobe (A861 PA),18:43,21:05*,23:27*,01:52,08:56:32,"+31 00'37""",12.3,2.91,2.55,100.87,80.86,38.83,20231112
