,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
37,498,498 Tokio (A902 XA),15:23,17:01,18:40,03:17,05:23:37,"+16 40'16""",12.6,2.54,1.61,155.00,125.0,-11.13,20231120
38,210,210 Isabella (A879 VA),14:47,17:04,19:22,04:35,05:26:29,"+28 40'49""",12.9,2.41,1.48,153.87,127.8,-3.96,20231120
39,389,389 Industria (A894 EE),14:48,17:07,19:25,04:37,05:28:54,"+29 12'54""",12.0,2.68,1.76,153.23,128.4,-3.22,20231120
40,159,159 Aemilia (A876 BA),15:49,17:23,18:58,03:09,05:45:33,"+15 49'27""",12.7,2.84,1.94,149.67,129.9,-7.09,20231120
41,704,704 Interamnia (A910 TC),15:19,17:44,20:09,04:50,06:06:18,"+32 34'51""",10.7,2.79,1.93,144.63,136.4,5.38,20231120
42,488,488 Kreusa (A902 MC),15:43,17:45,19:47,04:03,06:07:39,"+22 45'19""",12.6,3.00,2.14,145.26,136.4,0.88,20231120
43,37,37 Fides (A855 TB),15:29,17:46,20:03,04:33,06:08:29,"+28 15'25""",10.4,2.18,1.30,144.87,137.0,3.71,20231120
44,776,776 Berbericia (A914 BE),15:53,17:58,20:04,04:11,06:20:55,"+24 01'16""",11.7,2.60,1.75,142.25,139.5,4.16,20231120
45,4,4 Vesta (A807 FA),16:15,18:05,19:55,03:39,06:27:28,"+19 20'47""",7.11,2.57,1.73,140.38,140.4,3.34,20231120
46,9,9 Metis (A848 HA),16:01,18:09,20:17,04:16,06:31:30,"+24 55'37""",9.29,2.09,1.24,139.86,142.0,6.72,20231120
47,48,48 Doris (A857 SA),16:55,18:20,19:45,02:50,06:42:28,"+14 05'40""",11.9,2.91,2.12,135.88,142.7,4.14,20231120
48,5,5 Astraea (A845 XA),16:52,18:27,20:01,03:09,06:49:17,"+15 50'58""",10.5,2.26,1.45,134.66,144.8,6.40,20231120
49,92,92 Undina (A867 NA),17:28,19:24,21:19*,03:14,07:46:32,"+20 51'36""",12.4,3.33,2.70,122.27,159.0,20.84,20231120
