,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
27,346,346 Hermentaria (A892 WC),13:48,15:16,16:44,02:55,04:13:41,"+14 32'33""",10.7,2.57,1.59,173.17,20.26,-25.93,20231129
28,358,358 Apollonia (A893 EC),13:51,15:26,17:00,03:08,04:23:13,"+15 46'19""",12.2,2.44,1.46,174.25,17.73,-23.38,20231129
29,347,347 Pariana (A892 WD),13:55,15:27,17:00,03:05,04:25:03,"+15 30'23""",12.6,2.67,1.69,173.87,17.60,-23.21,20231129
30,95,95 Arethusa (A867 WA),13:37,15:30,17:23,03:46,04:27:40,"+20 09'17""",11.4,2.65,1.66,177.25,14.20,-19.76,20231129
31,758,758 Mancunia (A912 KB),13:57,15:33,17:10,03:13,04:31:06,"+16 18'27""",12.1,2.72,1.74,173.97,16.00,-21.57,20231129
32,480,480 Hansa (A901 KB),14:08,15:39,17:09,03:01,04:36:14,"+15 06'50""",11.6,2.53,1.55,172.29,16.07,-21.34,20231129
33,317,317 Roxane (A891 RD),14:05,15:55,17:46,03:40,04:52:58,"+19 27'56""",12.5,2.28,1.30,171.37,10.18,-15.52,20231129
34,160,160 Una (A876 DA),13:52,16:09,18:27,04:34,05:07:13,"+28 29'30""",12.6,2.55,1.58,166.57,3.347,-7.53,20231129
35,498,498 Tokio (A902 XA),14:37,16:17,17:57,03:19,05:14:58,"+16 55'46""",12.4,2.56,1.60,165.63,10.47,-12.72,20231129
36,210,210 Isabella (A879 VA),14:02,16:21,18:39,04:36,05:18:27,"+28 59'17""",12.6,2.42,1.45,164.15,1.813,-5.24,20231129
37,389,389 Industria (A894 EE),14:05,16:23,18:41,04:35,05:20:44,"+28 51'57""",11.8,2.67,1.71,163.75,1.579,-4.90,20231129
38,159,159 Aemilia (A876 BA),15:08,16:42,18:16,03:08,05:39:33,"+15 44'57""",12.5,2.83,1.88,159.68,12.29,-8.37,20231129
39,149,149 Medusa (A875 SA),14:50,16:48,18:46,03:56,05:45:59,"+21 39'26""",13.0,2.05,1.09,159.32,7.943,-4.01,20231129
40,407,407 Arachne (A895 TB),14:32,16:53,19:14,04:42,05:50:36,"+30 21'02""",12.8,2.53,1.59,157.15,7.095,1.37,20231129
41,704,704 Interamnia (A910 TC),14:37,17:01,19:25,04:48,05:59:10,"+32 02'21""",10.6,2.81,1.88,154.88,9.479,3.80,20231129
42,488,488 Kreusa (A902 MC),15:01,17:04,19:08,04:06,06:02:06,"+23 14'47""",12.4,2.99,2.06,155.65,10.05,0.01,20231129
43,37,37 Fides (A855 TB),14:48,17:05,19:22,04:34,06:03:01,"+28 33'10""",10.2,2.18,1.25,154.97,9.285,2.80,20231129
44,776,776 Berbericia (A914 BE),15:08,17:17,19:26,04:17,06:14:54,"+25 08'49""",11.5,2.62,1.70,152.71,12.19,3.48,20231129
45,4,4 Vesta (A807 FA),15:33,17:24,19:15,03:42,06:21:39,"+19 36'54""",6.92,2.57,1.66,150.80,15.80,2.25,20231129
46,9,9 Metis (A848 HA),15:19,17:29,19:39,04:20,06:27:17,"+25 34'54""",9.05,2.09,1.18,149.90,14.84,6.16,20231129
47,48,48 Doris (A857 SA),16:17,17:41,19:04,02:46,06:38:41,"+13 47'47""",11.7,2.91,2.04,145.48,22.52,3.19,20231129
48,5,5 Astraea (A845 XA),16:15,17:49,19:23,03:08,06:47:05,"+15 44'45""",10.3,2.24,1.37,144.08,22.98,5.88,20231129
49,72,72 Feronia (A861 KA),16:40,18:11,19:42,03:01,07:09:11,"+15 07'19""",13.0,2.46,1.63,138.77,27.83,10.40,20231129
