,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),09:14*,10:34,11:55,02:09,23:27:21,"+13 19'52""",12.9,2.31,1.75,111.93,69.83,-44.67,20231128
1,678,678 Fredegundis (A909 BQ),10:17,11:09,12:00,01:43,00:01:47,"+09 40'44""",12.7,2.01,1.34,118.80,63.43,-51.31,20231128
2,639,639 Latona (A907 OA),10:26,12:14,14:02,03:35,01:06:51,"+18 48'17""",12.9,2.77,1.97,136.42,45.49,-44.07,20231128
3,123,123 Brunhild (A872 OB),10:36,12:23,14:10,03:33,01:15:45,"+18 35'10""",12.8,2.41,1.58,138.44,43.54,-44.07,20231128
4,135,135 Hertha (A874 DA),11:17,12:29,13:40,02:22,01:21:46,"+11 56'42""",11.7,2.22,1.38,138.14,44.49,-50.42,20231128
5,122,122 Gerda (A872 OA),12:07,12:39,13:12,01:05,01:32:34,"+08 14'21""",12.9,3.25,2.44,139.32,43.69,-53.46,20231128
6,127,127 Johanna (A872 VB),11:34,13:00,14:27,02:52,01:53:40,"+14 17'26""",12.8,2.72,1.84,146.25,36.42,-46.13,20231128
7,509,509 Iolanda (A903 HD),12:08,13:04,14:00,01:51,01:57:02,"+10 04'57""",12.8,2.79,1.92,145.60,37.49,-49.76,20231128
8,21,21 Lutetia (A852 VA),12:22,13:22,14:23,02:01,02:15:29,"+10 36'22""",10.8,2.28,1.37,149.97,33.27,-47.36,20231128
9,93,93 Minerva (A867 QA),11:29,13:35,15:41,04:11,02:28:40,"+24 05'58""",12.4,2.97,2.05,155.84,25.78,-33.89,20231128
10,119,119 Althaea (A872 GA),12:37,13:39,14:40,02:02,02:31:54,"+10 39'44""",11.8,2.40,1.48,153.64,29.78,-45.30,20231128
11,132,132 Aethra (A873 LA),11:20,13:47,16:14,04:53,02:40:03,"+33 42'31""",12.3,2.40,1.46,155.99,23.83,-24.16,20231128
12,139,139 Juewa (A874 TA),11:45,14:08,16:30,04:44,03:01:10,"+30 57'49""",12.3,2.89,1.94,161.21,18.84,-24.42,20231128
13,241,241 Germania (A884 RA),12:11,14:11,16:12,04:01,03:04:42,"+22 21'46""",12.0,2.89,1.92,164.16,17.91,-31.21,20231128
14,409,409 Aspasia (A895 XC),12:20,14:11,16:03,03:43,03:04:45,"+19 45'26""",11.6,2.76,1.80,164.02,18.62,-33.34,20231128
15,154,154 Bertha (A875 VD),11:58,14:14,16:30,04:32,03:07:47,"+28 00'58""",12.7,3.40,2.44,163.74,16.90,-26.14,20231128
16,144,144 Vibilia (A875 LA),12:54,14:26,15:59,03:05,03:19:46,"+15 26'29""",10.7,2.16,1.19,166.20,17.43,-34.54,20231128
17,895,895 Helio (A918 NA),12:02,14:32,17:03,05:01,03:25:55,"+36 38'24""",12.4,2.77,1.82,161.46,16.77,-16.86,20231128
18,363,363 Padua (A893 FD),13:00,14:48,16:37,03:36,03:42:02,"+18 52'51""",12.6,2.64,1.66,172.44,11.11,-28.43,20231128
19,481,481 Emita (A902 CB),13:06,14:49,16:33,03:26,03:42:39,"+17 45'27""",11.6,2.31,1.33,172.14,11.67,-29.15,20231128
20,182,182 Elsa (A878 CC),13:12,14:51,16:30,03:18,03:44:34,"+16 50'28""",11.0,1.96,0.982,172.07,11.95,-29.49,20231128
21,24,24 Themis (A853 GA),13:02,14:56,16:50,03:48,03:49:30,"+20 31'36""",11.5,3.07,2.08,174.54,8.732,-26.03,20231128
22,70,70 Panopaea (A861 JA),12:53,15:02,17:11,04:18,03:55:13,"+25 11'19""",12.0,2.78,1.80,174.30,6.107,-21.74,20231128
23,503,503 Evelyn (A903 BL),13:13,15:03,16:54,03:40,03:56:55,"+19 27'55""",12.1,2.37,1.38,175.92,8.016,-25.57,20231128
24,113,113 Amalthea (A871 EA),13:48,15:09,16:30,02:41,04:02:40,"+13 21'13""",11.8,2.53,1.55,171.84,12.48,-28.73,20231128
25,65,65 Cybele (A861 EB),13:37,15:12,16:47,03:10,04:05:39,"+15 57'59""",12.3,3.82,2.84,174.55,9.782,-26.45,20231128
26,306,306 Unitas (A891 EA),14:35,15:21,16:07,01:32,04:14:33,"+09 10'51""",12.0,2.45,1.48,168.02,15.88,-29.16,20231128
27,346,346 Hermentaria (A892 WC),13:53,15:21,16:49,02:55,04:14:40,"+14 31'37""",10.7,2.57,1.58,173.36,10.58,-25.76,20231128
28,358,358 Apollonia (A893 EC),13:56,15:30,17:05,03:08,04:24:07,"+15 48'57""",12.2,2.44,1.46,174.02,9.150,-23.18,20231128
29,347,347 Pariana (A892 WD),14:00,15:32,17:05,03:05,04:26:06,"+15 28'59""",12.6,2.67,1.69,173.50,9.516,-23.03,20231128
30,95,95 Arethusa (A867 WA),13:41,15:35,17:28,03:46,04:28:33,"+20 16'32""",11.4,2.65,1.66,176.20,4.905,-19.52,20231128
31,758,758 Mancunia (A912 KB),14:01,15:38,17:15,03:13,04:31:58,"+16 18'45""",12.1,2.72,1.74,173.36,8.940,-21.41,20231128
32,480,480 Hansa (A901 KB),14:12,15:44,17:15,03:03,04:37:13,"+15 17'56""",11.6,2.53,1.55,171.75,10.28,-21.04,20231128
33,317,317 Roxane (A891 RD),14:10,16:00,17:51,03:41,04:54:05,"+19 29'46""",12.5,2.28,1.30,170.17,9.180,-15.30,20231128
34,160,160 Una (A876 DA),13:57,16:14,18:32,04:34,05:08:12,"+28 29'26""",12.6,2.55,1.58,165.45,10.87,-7.36,20231128
35,498,498 Tokio (A902 XA),14:43,16:22,18:02,03:19,05:15:59,"+16 53'54""",12.4,2.56,1.60,164.47,14.91,-12.53,20231128
36,210,210 Isabella (A879 VA),14:07,16:26,18:44,04:36,05:19:25,"+28 57'36""",12.7,2.42,1.45,163.02,13.36,-5.08,20231128
37,389,389 Industria (A894 EE),14:10,16:28,18:46,04:36,05:21:43,"+28 54'42""",11.8,2.67,1.71,162.58,13.84,-4.70,20231128
38,159,159 Aemilia (A876 BA),15:12,16:46,18:21,03:08,05:40:17,"+15 45'16""",12.5,2.83,1.89,158.57,20.46,-8.22,20231128
39,149,149 Medusa (A875 SA),14:55,16:53,18:51,03:56,05:46:55,"+21 40'02""",13.0,2.05,1.10,158.09,19.71,-3.81,20231128
40,407,407 Arachne (A895 TB),14:36,16:58,19:19,04:42,05:51:31,"+30 22'33""",12.9,2.53,1.60,155.99,20.47,1.55,20231128
41,704,704 Interamnia (A910 TC),14:42,17:06,19:30,04:48,06:00:03,"+32 06'24""",10.6,2.80,1.88,153.73,22.60,3.99,20231128
42,488,488 Kreusa (A902 MC),15:06,17:09,19:12,04:06,06:02:48,"+23 11'26""",12.4,2.99,2.07,154.47,23.01,0.12,20231128
43,37,37 Fides (A855 TB),14:53,17:10,19:27,04:34,06:03:45,"+28 31'24""",10.2,2.18,1.25,153.82,22.92,2.93,20231128
44,776,776 Berbericia (A914 BE),15:13,17:22,19:30,04:17,06:15:41,"+25 01'11""",11.5,2.61,1.70,151.52,25.67,3.58,20231128
45,4,4 Vesta (A807 FA),15:38,17:28,19:19,03:41,06:22:25,"+19 34'54""",6.94,2.57,1.67,149.62,28.27,2.40,20231128
46,9,9 Metis (A848 HA),15:24,17:34,19:44,04:19,06:27:54,"+25 30'23""",9.08,2.09,1.19,148.75,28.37,6.25,20231128
47,48,48 Doris (A857 SA),16:21,17:45,19:09,02:47,06:39:11,"+13 49'31""",11.7,2.91,2.05,144.40,34.06,3.31,20231128
48,5,5 Astraea (A845 XA),16:19,17:53,19:28,03:08,06:47:27,"+15 45'04""",10.3,2.24,1.38,143.00,35.16,5.96,20231128
49,92,92 Undina (A867 NA),16:54,18:51,20:48,03:53,07:45:19,"+21 10'52""",12.3,3.34,2.61,130.69,46.61,20.69,20231128
