,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
29,346,346 Hermentaria (A892 WC),14:08,15:36,17:03,02:54,04:17:36,"+14 29'09""",10.7,2.56,1.58,172.60,39.51,-25.25,20231125
30,358,358 Apollonia (A893 EC),14:10,15:45,17:20,03:10,04:26:48,"+15 57'10""",12.3,2.44,1.46,172.13,41.79,-22.60,20231125
31,347,347 Pariana (A892 WD),14:15,15:47,17:20,03:04,04:29:15,"+15 25'03""",12.7,2.68,1.70,171.34,42.35,-22.47,20231125
32,95,95 Arethusa (A867 WA),13:54,15:49,17:44,03:49,04:31:11,"+20 38'14""",11.5,2.64,1.66,172.70,43.24,-18.82,20231125
33,758,758 Mancunia (A912 KB),14:16,15:53,17:30,03:13,04:34:33,"+16 19'49""",12.1,2.72,1.74,170.77,43.66,-20.91,20231125
34,480,480 Hansa (A901 KB),14:24,15:58,17:33,03:09,04:40:09,"+15 51'24""",11.6,2.53,1.56,169.36,44.99,-20.14,20231125
35,317,317 Roxane (A891 RD),14:24,16:15,18:06,03:41,04:57:20,"+19 35'15""",12.6,2.27,1.30,166.50,49.25,-14.62,20231125
36,160,160 Una (A876 DA),14:12,16:29,18:46,04:34,05:11:05,"+28 28'37""",12.7,2.55,1.59,162.03,53.37,-6.85,20231125
37,498,498 Tokio (A902 XA),14:58,16:37,18:16,03:18,05:18:58,"+16 48'31""",12.5,2.55,1.60,160.93,54.31,-11.99,20231125
38,210,210 Isabella (A879 VA),14:22,16:40,18:58,04:35,05:22:14,"+28 51'58""",12.7,2.41,1.46,159.61,55.84,-4.63,20231125
39,389,389 Industria (A894 EE),14:24,16:43,19:01,04:36,05:24:34,"+29 02'18""",11.9,2.67,1.73,159.07,56.37,-4.11,20231125
40,159,159 Aemilia (A876 BA),15:26,17:00,18:35,03:08,05:42:24,"+15 46'30""",12.6,2.83,1.91,155.23,59.96,-7.77,20231125
41,407,407 Arachne (A895 TB),14:51,17:12,19:33,04:42,05:54:06,"+30 26'28""",12.9,2.53,1.61,152.52,62.89,2.06,20231125
42,704,704 Interamnia (A910 TC),14:56,17:20,19:45,04:49,06:02:34,"+32 17'53""",10.6,2.80,1.90,150.30,64.83,4.55,20231125
43,488,488 Kreusa (A902 MC),15:20,17:23,19:25,04:05,06:04:47,"+23 01'28""",12.5,2.99,2.09,150.98,65.05,0.44,20231125
44,37,37 Fides (A855 TB),15:07,17:24,19:41,04:34,06:05:47,"+28 25'45""",10.3,2.18,1.27,150.42,65.33,3.27,20231125
45,776,776 Berbericia (A914 BE),15:28,17:36,19:43,04:15,06:17:51,"+24 38'26""",11.6,2.61,1.72,148.00,68.01,3.84,20231125
46,4,4 Vesta (A807 FA),15:52,17:42,19:33,03:41,06:24:31,"+19 29'12""",7.00,2.57,1.69,146.10,69.78,2.79,20231125
47,9,9 Metis (A848 HA),15:38,17:47,19:57,04:18,06:29:32,"+25 17'03""",9.16,2.09,1.21,145.36,70.63,6.48,20231125
48,48,48 Doris (A857 SA),16:34,17:58,19:23,02:48,06:40:36,"+13 55'06""",11.8,2.91,2.07,141.18,74.12,3.66,20231125
49,5,5 Astraea (A845 XA),16:32,18:06,19:40,03:08,06:48:23,"+15 46'36""",10.4,2.25,1.40,139.82,75.78,6.18,20231125
