,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
0,602,602 Marianna (A906 DJ),10:16,11:35,12:53,02:36,23:20:36,"+12 57'57""",12.5,2.31,1.58,126.55,154.6,-44.22,20231111
1,678,678 Fredegundis (A909 BQ),11:10,12:09,13:07,01:57,23:54:40,"+10 22'42""",12.4,2.03,1.21,134.11,163.3,-50.07,20231111
2,120,120 Lachesis (A872 GB),11:49,13:12,14:34,02:44,00:57:52,"+13 37'22""",12.9,3.28,2.38,149.90,172.2,-49.36,20231111
3,639,639 Latona (A907 OA),11:32,13:26,15:21,03:49,01:12:33,"+20 35'02""",12.5,2.76,1.83,153.91,164.9,-42.18,20231111
4,123,123 Brunhild (A872 OB),11:44,13:37,15:30,03:45,01:23:33,"+20 06'40""",12.4,2.42,1.48,156.51,164.6,-42.30,20231111
5,135,135 Hertha (A874 DA),12:26,13:42,14:59,02:33,01:28:30,"+12 42'15""",11.2,2.18,1.23,156.99,170.1,-49.35,20231111
6,122,122 Gerda (A872 OA),13:10,13:55,14:39,01:29,01:40:54,"+09 03'42""",12.6,3.25,2.31,158.67,169.3,-52.09,20231111
7,509,509 Iolanda (A903 HD),13:05,14:19,15:34,02:28,02:05:50,"+12 23'25""",12.4,2.79,1.82,165.60,162.4,-46.79,20231111
8,127,127 Johanna (A872 VB),12:51,14:20,15:49,02:57,02:06:32,"+14 41'44""",12.4,2.73,1.76,166.43,161.3,-44.61,20231111
9,595,595 Polyxena (A906 FL),12:28,14:26,16:24,03:55,02:12:44,"+21 31'55""",12.7,3.23,2.25,167.59,156.3,-37.74,20231111
10,21,21 Lutetia (A852 VA),13:37,14:42,15:47,02:10,02:28:53,"+11 07'29""",10.2,2.25,1.27,169.94,157.3,-45.29,20231111
11,93,93 Minerva (A867 QA),12:49,14:57,17:06,04:17,02:43:55,"+24 59'53""",12.1,2.95,1.97,171.12,148.5,-31.49,20231111
12,119,119 Althaea (A872 GA),13:45,14:58,16:12,02:27,02:44:55,"+12 15'58""",11.3,2.39,1.41,173.57,153.2,-42.21,20231111
13,132,132 Aethra (A873 LA),12:41,15:13,17:45,05:03,02:59:35,"+37 41'58""",12.4,2.47,1.52,159.48,138.0,-18.78,20231111
