,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
14,139,139 Juewa (A874 TA),13:09,15:32,17:56,04:46,03:19:05,"+31 31'27""",12.3,2.92,1.95,165.15,138.5,-21.86,20231111
15,241,241 Germania (A884 RA),13:27,15:32,17:37,04:10,03:18:54,"+23 46'05""",11.8,2.87,1.89,172.32,142.0,-28.16,20231111
16,409,409 Aspasia (A895 XC),13:35,15:34,17:33,03:58,03:20:17,"+21 53'13""",11.4,2.76,1.78,173.63,142.4,-29.46,20231111
17,154,154 Bertha (A875 VD),13:22,15:38,17:54,04:31,03:24:40,"+27 48'25""",12.6,3.40,2.43,168.17,139.2,-24.15,20231111
18,90,90 Antiope (A866 TA),13:58,15:42,17:26,03:27,03:28:29,"+17 51'53""",12.8,3.12,2.14,173.66,141.7,-31.34,20231111
19,144,144 Vibilia (A875 LA),14:17,15:49,17:22,03:05,03:36:09,"+15 30'11""",10.4,2.13,1.14,171.64,140.4,-31.86,20231111
20,895,895 Helio (A918 NA),13:22,15:55,18:29,05:07,03:42:10,"+39 39'41""",12.5,2.78,1.85,155.89,130.2,-12.53,20231111
21,363,363 Padua (A893 FD),14:23,16:12,18:01,03:37,03:58:40,"+19 04'15""",12.7,2.63,1.65,166.42,134.5,-25.55,20231111
22,481,481 Emita (A902 CB),14:33,16:13,17:54,03:21,03:59:58,"+17 07'26""",11.7,2.31,1.33,166.16,134.5,-26.67,20231111
23,182,182 Elsa (A878 CC),14:32,16:14,17:56,03:23,04:00:50,"+17 23'20""",11.1,1.96,0.989,165.96,134.3,-26.34,20231111
24,24,24 Themis (A853 GA),14:21,16:17,18:14,03:53,04:03:58,"+21 10'09""",11.7,3.09,2.12,164.85,132.9,-23.19,20231111
25,70,70 Panopaea (A861 JA),14:19,16:27,18:35,04:16,04:14:01,"+24 54'47""",12.2,2.75,1.79,161.54,129.8,-18.93,20231111
26,503,503 Evelyn (A903 BL),14:36,16:27,18:17,03:41,04:13:19,"+19 31'44""",12.5,2.39,1.43,162.93,131.0,-22.71,20231111
27,65,65 Cybele (A861 EB),14:53,16:31,18:09,03:16,04:18:09,"+16 34'46""",12.5,3.82,2.87,161.79,130.3,-23.79,20231111
28,113,113 Amalthea (A871 EA),15:08,16:33,17:58,02:49,04:19:55,"+13 59'57""",12.0,2.54,1.58,160.99,130.1,-25.12,20231111
29,346,346 Hermentaria (A892 WC),15:17,16:44,18:10,02:53,04:30:25,"+14 23'05""",11.0,2.56,1.61,158.56,127.5,-22.89,20231111
30,306,306 Unitas (A891 EA),15:51,16:45,17:39,01:48,04:31:51,"+09 54'51""",12.2,2.43,1.48,157.01,127.3,-25.32,20231111
31,358,358 Apollonia (A893 EC),15:13,16:51,18:30,03:16,04:38:06,"+16 38'36""",12.6,2.44,1.50,157.03,125.5,-20.05,20231111
32,95,95 Arethusa (A867 WA),14:55,16:56,18:56,04:00,04:42:25,"+22 15'01""",11.9,2.63,1.70,155.87,123.9,-15.77,20231111
33,758,758 Mancunia (A912 KB),15:21,16:58,18:36,03:15,04:45:21,"+16 27'53""",12.5,2.72,1.79,155.28,123.8,-18.77,20231111
34,480,480 Hansa (A901 KB),15:19,17:05,18:52,03:32,04:52:23,"+18 25'56""",12.0,2.54,1.61,153.73,122.0,-16.25,20231111
35,317,317 Roxane (A891 RD),15:31,17:23,19:16,03:44,05:10:17,"+19 59'19""",13.0,2.26,1.35,149.52,117.6,-11.91,20231111
36,498,498 Tokio (A902 XA),16:06,17:44,19:21,03:15,05:30:36,"+16 27'53""",12.8,2.52,1.65,144.49,113.0,-9.83,20231111
37,389,389 Industria (A894 EE),15:29,17:48,20:07,04:38,05:35:10,"+29 26'00""",12.2,2.68,1.82,142.97,111.2,-1.96,20231111
38,159,159 Aemilia (A876 BA),16:28,18:03,19:38,03:10,05:49:49,"+15 57'21""",12.9,2.84,2.01,139.85,108.4,-6.14,20231111
39,37,37 Fides (A855 TB),16:08,18:24,20:40*,04:26,06:11:04,"+27 55'15""",10.6,2.18,1.36,135.33,103.4,4.05,20231111
40,488,488 Kreusa (A902 MC),16:24,18:24,20:25,04:00,06:11:16,"+22 18'13""",12.8,3.01,2.23,135.35,103.4,1.40,20231111
41,704,704 Interamnia (A910 TC),15:58,18:24,20:50*,04:36,06:11:18,"+32 59'24""",10.9,2.78,1.99,134.75,103.3,6.50,20231111
42,776,776 Berbericia (A914 BE),16:35,18:37,20:40*,03:59,06:24:32,"+22 58'08""",11.8,2.59,1.82,132.32,100.3,4.41,20231111
43,4,4 Vesta (A807 FA),16:54,18:44,20:33,03:38,06:30:50,"+19 09'14""",7.29,2.57,1.82,130.55,98.69,3.96,20231111
44,9,9 Metis (A848 HA),16:39,18:45,20:52*,03:55,06:32:34,"+24 20'41""",9.52,2.09,1.31,130.54,98.55,6.67,20231111
45,48,48 Doris (A857 SA),17:30,18:57,20:24,02:54,06:44:16,"+14 28'07""",12.1,2.91,2.21,126.65,95.16,4.71,20231111
46,5,5 Astraea (A845 XA),17:26,19:02,20:37*,03:08,06:48:50,"+16 03'49""",10.8,2.27,1.55,125.86,94.20,6.40,20231111
47,92,92 Undina (A867 NA),18:04,19:59,21:53*,02:30,07:46:09,"+20 35'40""",12.5,3.32,2.81,113.24,81.25,20.66,20231111
48,128,128 Nemesis (A872 WA),18:52,20:52*,22:51*,01:42,08:39:06,"+22 03'21""",12.7,2.68,2.30,101.50,69.53,32.72,20231111
49,71,71 Niobe (A861 PA),18:46,21:08*,23:31*,01:48,08:56:00,"+31 02'52""",12.3,2.91,2.57,100.01,68.77,38.72,20231111
