,Designation,Full name,Rise time,Transit time,Set time,Max. time observable,R.A.,Dec.,Vmag,Helio. range (au),Topo.range (au),Object-Observer-Sun (deg),Object-Observer-Moon (deg),Galactic latitude (deg),OBSdate(UT)
23,503,503 Evelyn (A903 BL),13:18,15:08,16:59,03:40,03:57:55,"+19 28'15""",12.1,2.37,1.38,177.11,7.980,-25.39,20231127
24,113,113 Amalthea (A871 EA),13:53,15:14,16:35,02:41,04:03:43,"+13 23'05""",11.8,2.53,1.55,172.33,12.11,-28.52,20231127
25,65,65 Cybele (A861 EB),13:41,15:17,16:52,03:10,04:06:24,"+16 00'02""",12.3,3.82,2.84,175.01,11.14,-26.30,20231127
26,306,306 Unitas (A891 EA),14:40,15:26,16:12,01:32,04:15:37,"+09 12'33""",12.0,2.45,1.48,168.12,17.10,-28.94,20231127
27,346,346 Hermentaria (A892 WC),13:58,15:26,16:54,02:55,04:15:38,"+14 30'45""",10.7,2.57,1.58,173.32,13.81,-25.59,20231127
28,358,358 Apollonia (A893 EC),14:01,15:35,17:10,03:09,04:25:01,"+15 51'39""",12.2,2.44,1.46,173.56,15.25,-22.99,20231127
29,347,347 Pariana (A892 WD),14:05,15:37,17:10,03:05,04:27:10,"+15 27'38""",12.6,2.67,1.69,172.93,15.88,-22.84,20231127
30,95,95 Arethusa (A867 WA),13:46,15:40,17:34,03:47,04:29:25,"+20 23'47""",11.5,2.65,1.66,175.07,15.16,-19.29,20231127
31,758,758 Mancunia (A912 KB),14:06,15:43,17:20,03:13,04:32:50,"+16 19'04""",12.1,2.72,1.74,172.59,16.84,-21.24,20231127
32,480,480 Hansa (A901 KB),14:16,15:48,17:21,03:05,04:38:12,"+15 29'04""",11.6,2.53,1.55,171.06,18.34,-20.74,20231127
33,317,317 Roxane (A891 RD),14:15,16:05,17:56,03:41,04:55:11,"+19 31'36""",12.6,2.27,1.30,168.95,21.27,-15.07,20231127
34,160,160 Una (A876 DA),14:02,16:19,18:36,04:34,05:09:11,"+28 29'15""",12.6,2.55,1.59,164.32,24.79,-7.19,20231127
35,498,498 Tokio (A902 XA),14:48,16:27,18:07,03:19,05:16:59,"+16 52'04""",12.5,2.56,1.60,163.30,26.87,-12.35,20231127
36,210,210 Isabella (A879 VA),14:12,16:30,18:49,04:36,05:20:23,"+28 55'49""",12.7,2.42,1.46,161.89,27.28,-4.93,20231127
37,389,389 Industria (A894 EE),14:15,16:33,18:51,04:36,05:22:41,"+28 57'20""",11.8,2.67,1.72,161.41,27.78,-4.50,20231127
38,159,159 Aemilia (A876 BA),15:17,16:51,18:25,03:08,05:41:01,"+15 45'37""",12.5,2.83,1.89,157.46,32.72,-8.07,20231127
39,407,407 Arachne (A895 TB),14:41,17:02,19:24,04:42,05:52:24,"+30 23'57""",12.9,2.53,1.60,154.83,34.38,1.72,20231127
40,704,704 Interamnia (A910 TC),14:46,17:11,19:35,04:48,06:00:54,"+32 10'20""",10.6,2.80,1.89,152.59,36.41,4.19,20231127
41,488,488 Kreusa (A902 MC),15:10,17:13,19:17,04:06,06:03:29,"+23 08'05""",12.5,2.99,2.08,153.30,36.74,0.23,20231127
42,37,37 Fides (A855 TB),14:57,17:14,19:32,04:34,06:04:28,"+28 29'34""",10.3,2.18,1.26,152.69,36.85,3.05,20231127
43,776,776 Berbericia (A914 BE),15:18,17:26,19:35,04:16,06:16:26,"+24 53'34""",11.5,2.61,1.71,150.35,39.56,3.67,20231127
44,4,4 Vesta (A807 FA),15:42,17:33,19:24,03:41,06:23:08,"+19 32'57""",6.96,2.57,1.68,148.44,41.74,2.53,20231127
45,9,9 Metis (A848 HA),15:29,17:38,19:48,04:19,06:28:29,"+25 25'55""",9.11,2.09,1.19,147.61,42.25,6.34,20231127
46,48,48 Doris (A857 SA),16:26,17:50,19:13,02:47,06:39:41,"+13 51'19""",11.8,2.91,2.06,143.32,46.90,3.43,20231127
47,5,5 Astraea (A845 XA),16:23,17:58,19:32,03:08,06:47:48,"+15 45'29""",10.3,2.25,1.38,141.93,48.29,6.04,20231127
48,92,92 Undina (A867 NA),16:59,18:55,20:52*,03:50,07:45:33,"+21 08'12""",12.3,3.34,2.62,129.62,60.37,20.73,20231127
49,128,128 Nemesis (A872 WA),17:55,19:56,21:56*,02:54,08:46:09,"+22 24'22""",12.5,2.70,2.12,116.09,73.66,34.38,20231127
